Article Name,Topic_0,Topic_2,Topic_5,Topic_1,Topic_4,Topic_3
Uncovering the potential of blockchain in the agri-food supply chain An interdisciplinary case ,0.3538462817668915,,0.5995892286300659,,,
Utilizing-energy-transition-to-drive-sustainability-in-cold-supply-chains-A-case-study-in-the-f,0.16061925888061523,0.12031484395265579,,0.428377628326416,0.20641423761844635,
A multi-period sustainable hydrogen supply chain model considering pipeline routing and carbon ,,,,0.5016269683837891,0.48628824949264526,
A socio-economic optimization model for blood supply chain network design during the COVID-19 p,,0.22993572056293488,,0.7164174318313599,,
A-Biobjective-Organ-Transplant-Supply-Chain-Network-with-Recipient-Priority-Considering-Carbon-,,0.3423110544681549,,0.5734009146690369,,
A-game-theoretical-approach-for-a-green-supply-chain-A-case-study-in-hydraulicpneumatic-industr,0.24533683061599731,0.16366015374660492,,0.405243456363678,,
A-gametheoretic-approach-for-pricing-in-a-closedloop-supply-chain-considering-product-exchange-,,0.1996409147977829,,0.4631188213825226,0.11287245154380798,0.1421256959438324
A-locationinventory-model-for-the-sustainable-supply-chain-of-perishable-products-based-on-pric,,0.14982837438583374,,0.5331382751464844,,0.17017628252506256
A-novel-multiobjective-robust-fuzzy-stochastic-programming-model-for-sustainable-agrifood-suppl,0.4409731328487396,,0.20872853696346283,,,0.2853316366672516
A-scenariobased-sustainable-dualchannel-closedloop-supply-chain-design-with-pickup-and-delivery,0.13649782538414001,0.742504358291626,,,,
A-stochastic-mathematical-programming-approach-to-resilient-supplier-selection-and-order-alloca,,0.2516731917858124,,0.6800879240036011,,
Alternative-Food-Networks-and-Short-Food-Supply-Chains-A-Systematic-Literature-Review-Based-on-,,,,0.7970497608184814,,
An-enhanced-PSO-algorithm-to-configure-a-responsiveresilient-supply-chain-network-considering-e,0.2138817459344864,0.23329344391822815,,0.4098828434944153,,
Analysis-of-the-supply-chain-performance-measurement-system-using-the-SCOR-120-and-the-value-st,,0.5924307107925415,,0.37990108132362366,,
BlockchainBased-Secure-Storage-and-Access-Control-Scheme-for-Supply-Chain-Ecological-Business-D,,,0.8261443972587585,,,
BlockchainBased-Supply-Chain-Systems-Interoperability-Model-in-a-Pharmaceutical-Case-Study_2023,,,0.8705846667289734,,,
Collection-and-Processing-of-Roadside-Grass-Clippings-A-Supply-Chain-Optimization-Case-Study-fo,,,,0.4868314266204834,0.4189654290676117,
Competencies-of-Western-Balkan-farmers-for-participating-in-short-food-supply-chains-Honey-case,0.3193654417991638,,,,,0.6228731274604797
Coordination-Mechanism-of-Revenue-Sharing-Contracts-in-Port-Supply-Chains-A-Case-Study-of-China,0.20133045315742493,0.2581459879875183,0.12817764282226562,0.4105086028575897,,
Creating-and-Sharing-Interorganizational-Knowledge-Through-a-Supply-Chain-40-Project-A-Case-Stu,0.5851674675941467,,0.40251368284225464,,,
Crowdfarming-A-publicprivate-crowdfunding-campaign-to-finance-sustainable-local-food-systems-A-,0.37762394547462463,,,,,0.5091957449913025
Designing drone delivery networks for vaccine supply chain a case study of Niger,0.14451073110103607,0.23331701755523682,,0.3700549006462097,,0.24340537190437317
Economic-Impact-of-Short-Food-Supply-Chains-A-Case-Study-in-Parma-Italy_2023_Multidisciplinary-,0.22156859934329987,,,,,0.7401819229125977
Empirical-Analysis-of-Financing-Efficiency-and-Constraints-Effects-on-the-Green-Innovation-of-G,0.707538902759552,,,0.19354330003261566,,
Environmental-and-Economic-Benefits-of-ClosedLoop-Supply-Chains-A-Case-Study-of-Recycling-and-R,0.37206435203552246,,,,0.5521851181983948,
Evaluating collaborative scenarios for short food supply chains a case study on high-level proc,0.29662418365478516,0.12930700182914734,0.14458270370960236,,,0.2989492416381836
Expediting-the-Implementation-of-ClosedLoop-Supply-Chain-Management-a-Facilitated-Case-Study-on,0.7133194804191589,,,,0.1472737193107605,
Exploration-on-the-scientific-rationality-of-lowcarbon-investment-projects-from-the-perspective,0.12241682410240173,0.18680857121944427,,,0.6004363298416138,
Factors-affecting-collaboration-in-agricultural-supply-chain-A-case-study-in-the-North-Central-,0.5311213135719299,0.10373268276453018,,,,0.27608293294906616
From-Power-Imbalance-to-Interdependence-A-Case-Study-of-the-Chadian-Sesame-Supply-Chain_2023_Pa,0.512069582939148,,,,,0.43777161836624146
Gasoline-Policy-Simulation-to-Increase-Responsiveness-Using-System-Dynamics-A-Case-Study-of-Ind,,0.63271164894104,,0.28593504428863525,,
Green-ClosedLoop-Supply-Chain-Network-Design-During-the-Coronavirus-COVID19-Pandemic-a-Case-Stu,,0.2730618417263031,,0.48484089970588684,0.19641239941120148,
Healthcare-Supply-Chain-Efficacy-as-a-Mechanism-to-Contain-Pandemic-FlareUps-A-South-Africa-Cas,0.11149004846811295,0.5191187858581543,0.16453807055950165,,,
Horticulture-producers-willingness-to-participate-in-contractbased-supply-chain-coordination-A-,0.16933780908584595,,0.17526188492774963,,,0.5945759415626526
How-Does-Trade-Policy-Uncertainty-Affect-Supply-Chain-Efficiency-A-Case-Study-of-Listed-Compani,0.5577297210693359,,,0.20637980103492737,,0.16144035756587982
Impact-of-Revenue-Generated-via-Composting-and-Recycling-of-Wastes-Produced-in-the-Greenhouse-T,,,,,0.3071455955505371,0.6538400053977966
IMPACT-OF-UNFAIR-PURCHASING-POLICIES-ON-THE-RETAIL-PRICE-A-CASE-STUDY-OF-INDIVIDUAL-GOODS-IN-TH,0.4747570753097534,,,,,0.4494855999946594
Implementing-Ethical-Code-of-Work-Ethics-A-Case-Study-of-Apple-and-Foxconn-Supply-Chain_2023_ED,0.6353997588157654,,,,,0.26046258211135864
Integreted strategic and tactical optimization planning of biomass to bioethanol supply chains ,,,,0.7322203516960144,,
Internal-supply-chain-integration-during-disruption-recovery-A-case-study-in-the-South-African-,0.6963760852813721,0.2155635952949524,,,,
Knowledge-sharing across supply chain actors in adopting Industry 4.0 technologies An explorato,0.8131403923034668,,0.16653642058372498,,,
Leveraging-Digital-Twins-to-Support-Industrial-Symbiosis-Networks-A-Case-Study-in-the-Norwegian,0.38431257009506226,,0.39180293679237366,,0.17394649982452393,
Life-Cycle-Assessment-for-Soybean-Supply-Chain-A-Case-Study-of-State-of-Par-Brazil_2023_MDPI,,,,0.1549445390701294,0.3802131414413452,0.43808457255363464
Management-of-the-grain-supply-chain-during-the-conflict-period-case-study-Ukraine_2023_4S-go-s,,0.4108738601207733,,0.29139041900634766,,0.1303039938211441
Multi-objective optimisation of a carbon capture and sequestration supply chain under seismic r,,,,0.2587207853794098,0.6739335060119629,
Multi-objective scenario optimization of the food supply chain – Slovenian case study,,,,0.2172922044992447,0.666215181350708,
Multicriteria-optimization-of-hydrogen-energy-supply-chains-considering-economic-and-environmen,,,,0.21617595851421356,0.15802323818206787,0.6095106601715088
Optimization-of-Supply-Chain-Network-in-Solid-Waste-Management-Using-a-Hybrid-Approach-of-Genet,,0.24419590830802917,,0.25490450859069824,0.2686447501182556,
OPTIMIZING SUPPLY CHAIN IN A FOUNDRY THROUGH COMPUTER SIMULATION USING FLEXSIM A CASE STUDY,,0.48956653475761414,0.1004929393529892,0.37878236174583435,,
Optimizing-the-Agricultural-Supply-Chain-through-ECommerce-A-Case-Study-of-Tudouec-in-Inner-Mon,0.20923326909542084,0.10012215375900269,0.3043768107891083,,,0.3412673771381378
Orchestration capabilities in circular supply chains of post-consumer used clothes – A case stu,0.7555310130119324,,0.12196815013885498,,0.12198926508426666,
Presenting-an-agile-supply-chain-mathematical-model-for-COVID19-Corona-drugs-using-metaheuristi,,0.28550857305526733,,0.6361079216003418,,
Product specifications and business practices as food loss drivers  A case study of a retailer',0.263494074344635,0.12864792346954346,,,,0.5312052369117737
Replacing plastic with corrugated cardboard A case study,,0.10359053313732147,,,0.8287297487258911,
Research-on-the-Improvement-Path-of-Prefabricated-Buildings-Supply-Chain-Resilience-Based-on-St,0.6405348181724548,0.2188454568386078,,,,
Reverse-Logistics-Inefficiencies-A-Multiple-Case-Study-Analysis-of-Food-Supply-Chains-from-Paki,0.47221657633781433,0.19916383922100067,,,0.10698521882295609,0.12519177794456482
Robust optimization and strategic analysis for agri-food supply chain under pandemic crisis Cas,,0.2841854691505432,,0.4665878415107727,,0.17822326719760895
Ship-emissions-reduction-via-slow-steaming-without-disrupting-the-logistical-supply-chain-A-cas,,0.34241580963134766,,0.19135113060474396,0.34401580691337585,
Social-sustainable-supply-chain-performance-assessment-using-hybrid-fuzzyAHPDEMATELVIKOR-a-case,0.41495153307914734,0.5353951454162598,,,,
Supply Chain Management Performance Measurement Case Study of IF Ltd,0.25687935948371887,0.6274304986000061,,,,
SUPPLY-CHAIN-DESIGN-A-CASE-STUDY-IN-A-PULP-AND-PAPER-COMPANY_2023_Silesian-University-of-Techno,0.15700256824493408,0.32267680764198303,,0.42927616834640503,,
Supply-Chain-Finance-Business-Model-Innovation-Case-Study-on-a-Chinese-ECommerceCentered-SCF-Ad,0.6797889471054077,,0.20107418298721313,,,
Supply-Chain-Management-Performance-Measurement-Case-Studies-from-Developing-Countries_2023_Cos,0.11232218146324158,0.844734251499176,,,,
Supply-Chain-Management-Utilization-Research-of-Agriculture-Industry-a-Case-Study-in-GAPOKTAN-A,0.19479064643383026,0.3681522607803345,,,,0.4152117371559143
Supply-Chain-Reconfiguration-as-an-Option-to-Mitigate-Post-Harvest-Losses-and-GHGs-Simulating-a,,,,0.22552219033241272,0.14104561507701874,0.504819393157959
Supply-Chain-Response-during-the-COVID19-Pandemic-A-MultipleCase-Study_2023_MDPI,0.2693442106246948,0.5573959946632385,,,,
Sustainability-in-Supply-Chain-Management-A-Case-Study-of-the-Indian-Retailing-Industry-_2023_M,0.5738838315010071,0.17160393297672272,,,,0.14066271483898163
Sustainability-resilience-and-innovation-in-industrial-electronicsa-case-study-of-internalsuppl,0.8249988555908203,,,,,
Sustainable-supply-chains-intheheavy-vehicle-and-equipment-industry-a-multiplecase-study-offour,0.8016224503517151,,,,0.14030727744102478,
System Dynamics Approach to Evaluate the Oil and Gas Supply Chain A Case Study,0.20562651753425598,0.3065027892589569,,0.13113868236541748,0.27702879905700684,
System-Dynamics-Modeling-for-Assessing-the-Impact-of-COVID19-on-Food-Supply-Chains-A-Case-Study,,0.38267600536346436,,,,0.5126231908798218
The-Effect-of-Blockchain-Technology-on-Supply-Chain-Collaboration-A-Case-Study-of-Lenovo_2023_M,0.21635696291923523,,0.6794077754020691,,,
THE-EFFICIENCY-AND-THE-PERFORMANCE-OF-THE-LOGISTICS-GLOBAL-SUPPLY-CHAIN-ACTIVITIES-TO-VIETNAM-E,0.3049047589302063,0.28311264514923096,,,,0.30345845222473145
The-Impact-of-Collaborative-Networks-on-Supply-Chain-Performance-A-Case-Study-of-Fresh-Vegetabl,0.6851126551628113,0.11660222709178925,,,,0.12175161391496658
The-impact-of-supply-chain-disruptions-on-the-opportunity-cost-of-road-transport-companies-in-P,,0.10225127637386322,,0.2810010612010956,0.5358380079269409,
The-Most-Effective-Functioning-of-Competitive-Supply-Chain-Pricing-Based-on-Social-Responsibili,0.663043200969696,0.23338481783866882,,0.10341060906648636,,
The-pattern-of-material-supply-chain-in-postdisaster-reconstruction-A-case-study-in-Indonesias-,,0.5445841550827026,0.21267935633659363,,0.10982480645179749,
The-resilience-of-short-food-supply-chains-during-the-COVID19-pandemic-a-case-study-of-a-direct,0.3070559501647949,,,,,0.6317325234413147
Unleashing the circular economy in the electric vehicle battery supply chain A case study on da,0.35143229365348816,,0.3363609313964844,,0.28790974617004395,
Using-the-Life-Cycle-Approach-for-Multiobjective-Optimization-in-the-Context-of-the-Green-Suppl,,,,0.28220033645629883,0.23600009083747864,0.3730022609233856
Using-the-Transparency-of-Supply-Chain-Powered-by-Blockchain-to-Improve-Sustainability-Relation,0.17225171625614166,,0.5055598616600037,,,0.24220852553844452
Validation-of-a-participant-selection-method-within-a-mixed-sequential-research-design-for-case,0.7375271916389465,0.12517908215522766,,,,
An integrated SWARA-QFD in recycling supply chain Case study of plastic recycling industry,0.17617850005626678,0.5899854302406311,,,0.18728597462177277,
An-integrated-model-of-supply-chain-quality-management-Industry-35-and-innovation-to-improve,0.7347065210342407,,0.16593968868255615,,,
Application-of-Global-Navigation-Satellite-System-GNSS-Based-Mobile-Tracking,,,0.5025554299354553,0.13559895753860474,,0.33560436964035034
Artificial-intelligence-in-supply-chain-and-operations-management-a-multiple-case-study,0.35284101963043213,0.3691873550415039,0.1941804587841034,,,
Assessing-performance-using-maturity-model-a-multiple-case-study-of-public-health-supply-chains,0.36461523175239563,0.4973088800907135,0.10794638842344284,,,
Blood-plasma-supply-chain-planning-to-respond-COVID19-pandemic-a-case-study,,0.18874335289001465,,0.756792426109314,,
Catastrophe-insurance-and-flexible-planning-for-supply-chain-disruption-managemen,,0.5908666253089905,,0.2859393358230591,,
Designing an optimal multiobjective model for a sustainable closedloop supply chain a case-study,,0.16325558722019196,,0.4466429352760315,0.11222574859857559,0.19484968483448029
Designing-a-sustainableresilient-humanitarian-supply-chain-for-postdisaster-relief-process,0.13249796628952026,0.41891899704933167,,0.41025295853614807,,
ESupply Chain Management Readiness Analysis by Using the Smart Industry Readiness Index,0.4812694191932678,0.2783423364162445,0.2192559838294983,,,
Impacts-of-COVID19-and-the-RussianUkrainian-Conflict-on-Food-Supply-Chain-A-Case-Study,,0.5171964764595032,,0.18228641152381897,,0.27145901322364807
Integrated supply chain network design A case study of microalgae biofuel supply chain,,,,0.30490776896476746,0.5810805559158325,
IoT Implementation in Slaughterhouses Supply Chain A Case Study of the Adahi Experiment,,,0.6435838341712952,,,0.25841328501701355
Measuring-The-Fish-Logistics-Performance-Index-in-The-Indonesian-Fisheries-Supply-Chains,,0.17777149379253387,,0.13179627060890198,,0.5319515466690063
Modeling a supply chain for carbon capture and offshore storage A German Norwegian case study,,,,0.4196527898311615,0.5668951272964478,
Multi-tier sustainable supply chain management a case study of a global food retailer,0.8913174867630005,,,,,
Optimization of food energy water waste nexus in a sustainable food supply chain under the COVID19,,0.2170661836862564,,0.42784589529037476,,0.2941993772983551
Optimizing-CrossDock-Terminal-Location-Selection-A-MultiStep-Approach,,0.649570882320404,,0.26673007011413574,,
Role of project management on Sustainable Supply Chain development multiple case study,0.7810924053192139,,,,,
Simulation-and-feasibility-assessment-of-a-green-hydrogen-supply-chain-a-case-study-in-Oman_2024_Springer,,,,0.14031453430652618,0.8041465282440186,
Spatially-explicit optimization of an integrated wind-hydrogen The case study of Sicily,,,,0.2935578525066376,0.6880625486373901,
Supply-chain-analysis-of-coral-trout-Plectropomus-leopardus-in-simeulue-regency-case-study,,,,,,0.8641871809959412
Sustainable-management-of-produced-water-supply-chain-system-the-validation-of-modelindependent,0.18176709115505219,,,0.339801549911499,0.40738704800605774,
Sustainable-Supply-Chain-Practices-in-the-Oil-and-Gas-Industry-A-Case-Study_2024_Multidisciplinary,0.7323676347732544,,,,0.24826392531394958,
The-Impact-of-the-COVID19-Pandemic-on-Online-Grocery-Supply-Chain-Management-A-Case-Study,0.11560075730085373,0.46399083733558655,,,,0.40049490332603455
The-improvement-of-block-chain-technology-simulation-in-supply-chain-management-case-study,0.15623778104782104,,0.7362427711486816,,,
